geocode,legal_description,total_market_land,last_modified,property_address,sub_category,subdivision,owners__0,land_value,building_value,yoY_difference,market_land_details__0,market_land_details__1,market_land_details__2,market_land_details__4,other_building_details__0,other_building_details__1,other_building_details__2,other_building_details__4,other_building_details__5,other_building_details__8,other_building_details__9,other_building_details__10,other_building_details__12,other_building_details__13,other_building_details__16,other_building_details__17,other_building_details__18,other_building_details__20,other_building_details__21,other_building_details__24,other_building_details__25,other_building_details__26,other_building_details__28,other_building_details__29,other_building_details__32,other_building_details__33,other_building_details__34,other_building_details__36,other_building_details__37,other_building_details__40,other_building_details__41,other_building_details__42,other_building_details__44,other_building_details__45,other_building_details__48,other_building_details__49,other_building_details__50,other_building_details__52,other_building_details__53,building_details__3,building_details__4,building_details__5,building_details__6,building_details__8,building_details__10,building_details__11,building_details__12,building_details__14,building_details__15,building_details__16,building_details__17,building_details__18,other_building_details__56,other_building_details__57,other_building_details__58,other_building_details__60,other_building_details__61,building_details__7,building_details__9,building_details__13,building_details__19,other_building_details__64,other_building_details__65,other_building_details__66,other_building_details__68,other_building_details__69,other_building_details__72,other_building_details__73,other_building_details__74,other_building_details__76,other_building_details__77,other_building_details__80,other_building_details__81,other_building_details__82,other_building_details__84,other_building_details__85,market_land_details__6,market_land_details__7,market_land_details__8,market_land_details__10,building_details__20
03-0927-04-3-22-23-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 26 - 28, 10500 SQUARE FEET,  (02)",0.241,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,9/19/2023 4:01:50 PM,58400,428700,177700,Primary Site,   ,   ,58400,"CPA2 - Paving, concrete, 4""",A,3527,1060,  ,"CPA2 - Paving, concrete, 4""",A,3527,2492,  ,"CPA2 - Paving, concrete, 4""",A,3527,216,  ,,,,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,0,011 - Apartment,9,1,9,3-Normal,50,4-Electric,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-13-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 43 - 44",0.161,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,1/19/2021 9:17:13 AM,42739,139561,36000,Primary Site,   ,   ,42739,"CPA2 - Paving, concrete, 4""",A,3527,357,  ,"CGFU - Garage, detached, frame, unfinished",A,3527,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"102 - Residential, 2-family",1,0,0,011 - Apartment,9,0,9,2-Fair,50,3-Unit or Space Heaters,2-Normal,2-Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-18-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 33 - 34",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/16/2018 4:28:26 PM,37300,211100,71000,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,480,  ,RPA2 - Concrete,A,3501,216,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,336,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-10-17-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 19, Lot 35 - 36",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,12/5/2011 1:43:31 PM,37300,98170,27650,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",3,3501,320,  ,"RRS1 - Shed, Frame",L,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-10-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 19, Lot 37 - 38",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,12/5/2011 1:42:42 PM,37300,196730,50920,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,360,  ,RPA2 - Concrete,A,3501,132,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,340,  ,"RRG4 - Garage, masonry, detached, unfinished",3,3501,700,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-21-08-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 5, Lot 12, & W2.7 FT LT 11  E22.3 FT LT 13",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/29/2020 9:29:29 AM,37300,191000,55500,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-28-05-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 1, Lot 16 - 17",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/10/2021 1:23:56 PM,37300,167900,38600,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,RPA2 - Concrete,A,3501,750,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-22-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 26 - 27",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,200800,64000,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,750,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,480,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-23-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 24 - 26",0.241,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,12/28/2020 9:30:35 AM,96619,204481,32400,Primary Site,   ,   ,96619,"CPA1 - Paving, asphalt",A,3507,2400,  ,"CPA2 - Paving, concrete, 4""",A,3507,2400,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"373 - Multi-purpose, Retail, single occupancy",1,2010,0,084 - Multi-Use Storage,8,1,8,3-Normal,40,0-None,0-None,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-27-12-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 2, Lot 31 - 32",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/8/2019 11:08:11 AM,37300,168600,60100,Primary Site,   ,   ,37300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-21-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 24 - 26",0.241,10/10/2023 8:29:13 AM,,Commercial Property,YELLOWSTONE ADD,7/25/2023 9:35:06 AM,58400,503000,30960,Primary Site,   ,   ,58400,"CPA2 - Paving, concrete, 4""",A,3527,866,  ,"CGFU - Garage, detached, frame, unfinished",A,3527,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"211 - Apartments, Garden (3 stories & less)",1,2012,0,011 - Apartment,8,1,8,3-Normal,50,2-Hot Water or Steam,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-10-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 5, & W2 LT 4",0.121,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/19/2016 1:13:44 PM,34912,166488,51400,Primary Site,   ,   ,34912,RPA2 - Concrete,A,3501,256,  ,"RRS1 - Shed, Frame",L,3501,48,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-08-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 7 - 8",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/21/2014 3:36:36 PM,37300,190500,52100,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,350,  ,RPA2 - Concrete,A,3501,72,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-05-03-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 21, Lot 18 - 19",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/5/2013 4:27:00 PM,37300,183100,53100,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,360,  ,RPA2 - Concrete,A,3501,888,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-24-22-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 8, Lot 26 - 27",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/19/2020 5:52:32 PM,37300,187100,46300,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-21-20-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 5, Lot 41 - 42, & E12.3 FT LT 40",0.129,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/26/2023 1:08:40 PM,35434,169766,58200,Primary Site,   ,   ,35434,"RRS2 - Shed, residential, metal",C,3501,  ,  ,RPA2 - Concrete,A,3501,288,  ,"RRS1 - Shed, Frame",A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-28-04-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 1, Lot 18, E.46 FT LT 18",0.001,10/6/2023 1:55:41 AM,,Government Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,5975,0,2096,Primary Site,   ,   ,5975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-19-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 10, Lot 1 - 46",3.960,10/6/2023 1:55:41 AM,,Government Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,489902,745810,209239,Primary Site,   ,   ,489902,CCPR - Canopy Roof,A,3150,  ,  ,"CPA2 - Paving, concrete, 4""",A,3150,2602,  ,"CPA2 - Paving, concrete, 4""",A,3150,8000,  ,"CLT4 - Light, incandescent, pole & bracket",A,3150,  ,  ,"CRF1 - Fence, chain link (commercial)",A,3150,  ,  ,"CPA2 - Paving, concrete, 4""",A,3150,387,  ,"CRF3 - Fence, stockade (commercial)",A,3150,  ,  ,660 - Police or Fire Station,1,0,0,088 - Restroom/Locker Facility,16,1,16,3-Normal,50,1-Hot Air,2-Normal,3-Normal,"CRS1 - Utility Building, frame",A,3150,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-21-10-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 5, Lot 8 - 9",0.152,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/11/2020 10:15:16 AM,36827,267873,71500,Primary Site,   ,   ,36827,"RRT1 - Deck, wood",A,3501,368,  ,RPA2 - Concrete,A,3501,800,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 24 - 25",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/19/2021 2:36:31 PM,37300,162100,43600,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",L,3501,96,  ,RPA2 - Concrete,A,3501,440,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-21-18-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 5, Lot 44, AND E2 LT 43",0.121,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/28/2010 11:21:49 AM,34912,194188,59000,Primary Site,   ,   ,34912,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,432,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-11-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 18, Lot 3 - 4",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/25/2017 3:04:18 PM,37300,204600,62000,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",L,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,480,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-05-02-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 21, Lot 20 - 22",0.241,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,3/17/2022 4:26:55 PM,40946,217754,63100,Primary Site,   ,   ,40946,"RRG4 - Garage, masonry, detached, unfinished",4,3501,504,  ,RPA2 - Concrete,A,3501,480,  ,RPA2 - Concrete,A,3501,168,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-15-04-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 15, Lot 14 - 15, & E2 LT 16",0.201,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/24/2017 3:58:23 PM,39264,212436,59900,Primary Site,   ,   ,39264,"RRG3 - Garage, frame, detached, unfinished",4,3501,528,  ,RPA2 - Concrete,A,3501,1270,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-18-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 30 - 32",0.241,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,10/17/2017 1:28:49 PM,58400,268200,79300,Primary Site,   ,   ,58400,"CPA2 - Paving, concrete, 4""",A,3527,594,  ,"CGFU - Garage, detached, frame, unfinished",A,3527,400,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,0,011 - Apartment,8,0,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-22-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 24, S52 FT LT 24-25",0.060,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,2/1/2017 9:11:42 AM,29702,189998,43600,Primary Site,   ,   ,29702,RPA2 - Concrete,A,3501,120,  ,"RRS1 - Shed, Frame",A,3501,96,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 22 - 23",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/24/2020 5:55:24 PM,37300,203200,49600,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,324,  ,RPA2 - Concrete,A,3501,264,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,280,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-25-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 4, Lot 1 - 3",0.241,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/21/2010 10:31:54 AM,40946,231254,68600,Primary Site,   ,   ,40946,RPA2 - Concrete,A,3501,1776,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,780,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-06-09-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 22, Lot 7 - 8",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/26/2020 11:28:51 AM,37300,162500,36900,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,160,  ,RPA1 - Asphalt,L,3501,420,  ,"RRS1 - Shed, Frame",L,3501,32,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-07-19-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 23, Lot 24 - 27",0.321,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,7/28/2020 1:38:44 PM,53223,620477,111800,Primary Site,   ,   ,53223,"CPA1 - Paving, asphalt",A,3527,2550,  ,"CRS2 - Utility Building, metal",A,3527,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"211 - Apartments, Garden (3 stories & less)",1,0,0,011 - Apartment,9,1,9,3-Normal,50,4-Electric,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-23-23-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 7, Lot 24 - 25",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,2/20/2014 10:40:39 AM,37300,180800,33100,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,252,  ,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,576,  ,RPA1 - Asphalt,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-18-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 31 - 32",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,178900,59900,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",C,3501,80,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-21-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 30, & E17.98 FT LT 29",0.138,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/22/2016 3:37:29 PM,36024,186476,51000,Primary Site,   ,   ,36024,"RRS1 - Shed, Frame",A,3501,  ,  ,RPA2 - Concrete,A,3501,660,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-09-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 10 - 11",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/27/2019 1:40:23 PM,37300,240000,59600,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,700,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,810,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-15-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 15, Lot 33 - 34",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,10/18/2022 9:16:29 AM,37300,227300,49800,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,"RRS1 - Shed, Frame",A,3501,  ,  ,RPA2 - Concrete,L,3501,815,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-06-04-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 22, Lot 17",0.134,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/1/2016 2:24:20 PM,35794,199906,55800,Primary Site,   ,   ,35794,"RRG3 - Garage, frame, detached, unfinished",4,3501,576,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 6 - 7",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/5/2022 1:21:08 PM,37300,230500,69000,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,360,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-28-07-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 1, Lot 12 - 13",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,183300,49000,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",3,3501,264,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-14-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 41 - 42",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/23/2021 9:46:14 AM,37300,184900,51600,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,600,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,450,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-11-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 18, Lot 41 - 42",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/20/2022 8:42:39 AM,37300,62280,12600,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,1008,  ,RPA2 - Concrete,A,3501,624,  ,RPA2 - Concrete,A,3501,256,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-23-21-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 7, Lot 28 - 29",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,3/8/2021 11:37:52 AM,37300,204900,58000,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",5,3501,  ,  ,RPA2 - Concrete,A,3501,1400,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-08-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 24, Lot 37 - 38",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/14/2023 1:18:35 PM,37300,203700,60300,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,800,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,1984,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-15-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 43 - 44",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/3/2019 2:30:24 PM,37300,47920,14670,Primary Site,   ,   ,37300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-24-21-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 8, Lot 28 - 29",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,12/2/2009 1:30:21 PM,37300,187900,49900,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",5,3501,336,  ,RPA2 - Concrete,A,3501,150,  ,"RRS1 - Shed, Frame",A,3501,36,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 46 - 47",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,2/11/2021 4:32:19 PM,37300,201500,52100,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,224,  ,"RRT7 - Deck, covered patio",L,3501,99,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,576,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-05-17-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 21, Lot 39 - 41",0.241,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/7/2020 10:06:17 AM,40946,161254,45900,Primary Site,   ,   ,40946,"RRG3 - Garage, frame, detached, unfinished",2,3501,312,  ,RPA2 - Concrete,A,3501,528,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-28-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 1, Lot 22 - 23",0.161,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,1/19/2016 12:21:55 PM,42739,173461,42600,Primary Site,   ,   ,42739,"CGFU - Garage, detached, frame, unfinished",A,3527,484,  ,"CPA2 - Paving, concrete, 4""",A,3527,250,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"102 - Residential, 2-family",1,1970,0,011 - Apartment,8,0,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
